match_id,tournament_id,venue_id,match_date,team_1,team_2,toss_winner,toss_decision,player_of_match,match_winner,match_win_by_runs,match_win_by_wickets,highlights_url,match_url,match_description
542,5,23,['2012-05-12'],69,336,336,bat,2818,336,27,NA,NA,NA,NA
543,5,33,['2012-05-12'],531,238,531,field,7498,531,NA,9,NA,NA,NA
544,5,12,['2012-05-13'],60,76,60,bat,2279,60,45,NA,NA,NA,NA
545,5,3,['2012-05-13'],479,144,144,bat,7427,479,NA,4,NA,NA,NA
546,5,2,['2012-05-14'],359,336,336,field,2864,336,NA,5,NA,NA,NA
547,5,23,['2012-05-14'],69,531,531,field,7421,531,NA,5,NA,NA,NA
548,5,1,['2012-05-15'],238,479,479,bat,3286,238,NA,5,NA,NA,NA
549,5,25,['2012-05-16'],336,69,336,field,9356,69,32,NA,NA,NA,NA
550,5,29,['2012-05-17'],479,531,479,field,7504,479,NA,6,NA,NA,NA
551,5,1,['2012-05-17'],238,359,238,field,9246,359,21,NA,NA,NA,NA
552,5,31,['2012-05-18'],144,60,60,bat,8845,144,NA,5,NA,NA,NA
553,5,29,['2012-05-19'],479,238,238,field,3286,238,NA,6,NA,NA,NA
554,5,28,['2012-05-19'],76,69,69,bat,974,69,34,NA,NA,NA,NA
555,5,31,['2012-05-20'],144,359,359,field,8845,144,9,NA,NA,NA,NA
556,5,12,['2012-05-20'],60,336,60,bat,7917,336,NA,10,NA,NA,NA
557,5,28,['2012-05-22'],238,69,69,bat,2759,69,18,NA,NA,NA,NA
558,5,2,['2012-05-23'],531,336,336,field,2235,531,38,NA,NA,NA,NA
559,5,33,['2012-05-25'],238,531,238,field,2563,531,86,NA,NA,NA,NA
560,5,33,['2012-05-27'],69,531,531,bat,2154,69,NA,5,NA,NA,NA
561,5,23,['2013-04-03'],69,238,69,field,9356,69,NA,6,NA,NA,NA
562,5,2,['2013-04-04'],359,336,336,field,9246,359,2,NA,NA,NA,NA
563,5,31,['2013-04-05'],103,76,76,field,1586,103,22,NA,NA,NA,NA
564,5,1,['2013-04-06'],238,60,60,bat,2221,60,5,NA,NA,NA,NA
565,5,33,['2013-04-06'],531,336,336,bat,9370,336,9,NA,NA,NA,NA
566,5,28,['2013-04-07'],76,479,76,bat,3016,479,NA,8,NA,NA,NA
567,5,31,['2013-04-07'],103,359,359,bat,3028,TIE,NA,NA,NA,NA,NA
568,5,12,['2013-04-08'],60,69,69,field,2982,60,19,NA,NA,NA,NA
569,5,25,['2013-04-09'],336,238,336,bat,2485,336,44,NA,NA,NA,NA
570,5,3,['2013-04-10'],479,531,531,field,7421,531,NA,10,NA,NA,NA
571,5,2,['2013-04-11'],359,69,359,field,9246,359,NA,8,NA,NA,NA
572,5,28,['2013-04-11'],76,60,60,bat,7422,76,NA,7,NA,NA,NA
573,5,1,['2013-04-12'],238,103,238,bat,1586,103,NA,3,NA,NA,NA
574,5,25,['2013-04-13'],336,76,336,bat,2818,336,41,NA,NA,NA,NA
575,5,33,['2013-04-13'],531,359,531,field,2481,531,NA,4,NA,NA,NA
576,5,23,['2013-04-14'],69,103,69,bat,2364,69,48,NA,NA,NA,NA
577,5,12,['2013-04-14'],60,479,60,field,7439,60,NA,6,NA,NA,NA
578,5,33,['2013-04-15'],531,76,76,bat,7901,76,24,NA,NA,NA,NA
579,5,3,['2013-04-16'],479,69,69,field,2325,479,4,NA,NA,NA,NA
580,5,2,['2013-04-16'],359,238,359,field,2422,TIE,NA,NA,NA,NA,NA
581,5,28,['2013-04-17'],76,103,76,field,1586,103,11,NA,NA,NA,NA
582,5,12,['2013-04-17'],60,336,60,bat,2975,60,87,NA,NA,NA,NA
583,5,1,['2013-04-18'],238,531,531,bat,7421,531,86,NA,NA,NA,NA
584,5,31,['2013-04-19'],103,479,479,bat,3028,103,NA,5,NA,NA,NA
585,5,23,['2013-04-20'],69,531,69,bat,2481,531,NA,4,NA,NA,NA
586,5,2,['2013-04-20'],359,60,359,field,3019,359,NA,7,NA,NA,NA
587,5,1,['2013-04-21'],238,336,336,bat,2829,238,NA,9,NA,NA,NA
588,5,3,['2013-04-21'],479,76,479,field,8553,479,NA,7,NA,NA,NA
589,5,33,['2013-04-22'],531,60,60,bat,7421,531,NA,5,NA,NA,NA
590,5,2,['2013-04-23'],359,76,76,field,9246,359,130,NA,NA,NA,NA
591,5,29,['2013-05-16'],479,238,238,field,8553,479,7,NA,NA,NA,NA
592,5,23,['2013-04-24'],69,336,69,bat,7917,336,NA,5,NA,NA,NA
593,5,33,['2013-04-25'],531,103,103,bat,2235,531,NA,5,NA,NA,NA
594,5,23,['2013-04-26'],69,479,479,bat,8637,69,NA,6,NA,NA,NA
595,5,12,['2013-04-27'],60,103,103,bat,7439,60,NA,8,NA,NA,NA
596,5,25,['2013-04-27'],336,359,336,bat,7917,336,58,NA,NA,NA,NA
597,5,33,['2013-04-28'],531,69,69,field,7421,531,14,NA,NA,NA,NA
598,5,7,['2013-04-28'],238,76,76,field,8038,238,15,NA,NA,NA,NA
599,5,12,['2013-04-29'],60,359,60,field,2926,60,NA,4,NA,NA,NA
600,5,25,['2013-04-29'],336,479,336,bat,2818,336,4,NA,NA,NA,NA
601,5,28,['2013-04-30'],76,531,531,bat,2235,531,37,NA,NA,NA,NA
602,5,31,['2013-05-01'],103,336,336,bat,2753,103,NA,7,NA,NA,NA
603,5,7,['2013-05-01'],238,69,69,bat,8038,238,NA,7,NA,NA,NA
604,5,33,['2013-05-02'],531,479,531,bat,2969,531,15,NA,NA,NA,NA
605,5,28,['2013-05-02'],76,359,359,bat,8304,359,17,NA,NA,NA,NA
606,5,23,['2013-05-03'],69,60,60,bat,2759,69,NA,8,NA,NA,NA
607,5,31,['2013-05-04'],103,238,238,bat,5189,103,NA,6,NA,NA,NA
608,5,2,['2013-05-14'],359,479,479,field,7504,479,NA,7,NA,NA,NA
609,5,25,['2013-05-05'],336,531,336,bat,7608,336,60,NA,NA,NA,NA
610,5,12,['2013-05-05'],60,76,76,bat,2975,60,NA,5,NA,NA,NA
611,5,2,['2013-04-09'],359,103,103,bat,2422,359,NA,7,NA,NA,NA
612,5,12,['2013-05-07'],60,238,238,bat,2975,60,NA,9,NA,NA,NA
613,5,25,['2013-05-07'],336,69,336,bat,2998,336,65,NA,NA,NA,NA
614,5,31,['2013-05-08'],103,531,103,field,2969,531,77,NA,NA,NA,NA
615,5,3,['2013-05-09'],479,60,60,field,9173,60,NA,8,NA,NA,NA
616,5,28,['2013-05-09'],76,69,69,bat,2364,69,46,NA,NA,NA,NA
617,5,1,['2013-05-10'],238,359,238,field,3013,359,4,NA,NA,NA,NA
618,5,28,['2013-05-11'],76,336,76,bat,7608,336,NA,5,NA,NA,NA
619,5,3,['2013-05-11'],479,103,479,field,2783,103,30,NA,NA,NA,NA
620,5,14,['2013-05-12'],69,359,69,field,8637,69,NA,5,NA,NA,NA
621,5,12,['2013-05-12'],60,531,60,field,8034,60,NA,5,NA,NA,NA
622,5,1,['2013-04-23'],238,479,479,field,1628,479,NA,5,NA,NA,NA
623,5,25,['2013-05-13'],336,103,103,bat,9370,336,NA,7,NA,NA,NA
624,5,14,['2013-05-15'],69,76,69,field,2870,76,7,NA,NA,NA,NA
625,5,33,['2013-05-14'],531,238,531,bat,2235,531,33,NA,NA,NA,NA
626,5,25,['2013-05-15'],336,60,60,field,3002,336,14,NA,NA,NA,NA
627,5,3,['2013-05-06'],479,359,479,field,8553,479,NA,6,NA,NA,NA
628,5,31,['2013-05-17'],103,60,103,bat,1586,103,23,NA,NA,NA,NA
629,5,29,['2013-05-18'],479,336,336,field,3049,479,50,NA,NA,NA,NA
630,5,28,['2013-05-19'],76,238,76,bat,6935,76,38,NA,NA,NA,NA
631,5,2,['2013-05-18'],359,531,531,field,2422,359,24,NA,NA,NA,NA
632,5,31,['2013-05-19'],103,69,69,bat,2783,103,NA,5,NA,NA,NA
633,5,1,['2013-05-21'],531,336,531,bat,7421,531,48,NA,NA,NA,NA
634,5,1,['2013-05-22'],60,103,103,bat,7484,60,NA,4,NA,NA,NA
635,5,23,['2013-05-24'],336,60,60,bat,2391,336,NA,4,NA,NA,NA
636,5,23,['2013-05-26'],531,336,336,bat,9370,336,23,NA,NA,NA,NA
637,5,24,['2014-04-16'],336,69,69,bat,8637,69,41,NA,NA,NA,NA
638,5,11,['2014-04-17'],238,359,359,field,2288,359,NA,8,NA,NA,NA
639,5,24,['2014-04-18'],531,479,531,bat,7624,479,NA,6,NA,NA,NA
640,5,24,['2014-04-18'],103,60,60,field,2975,60,NA,4,NA,NA,NA
641,5,20,['2014-04-19'],359,336,359,field,2783,359,NA,7,NA,NA,NA
642,5,20,['2014-04-19'],69,238,69,bat,8272,238,NA,4,NA,NA,NA
643,5,11,['2014-04-20'],60,479,479,field,7624,479,NA,7,NA,NA,NA
644,5,24,['2014-04-21'],531,238,531,bat,2969,531,93,NA,NA,NA,NA
645,5,11,['2014-04-22'],479,103,103,field,7624,479,72,NA,NA,NA,NA
646,5,20,['2014-04-23'],60,531,60,field,2481,531,7,NA,NA,NA,NA
647,5,11,['2014-04-24'],359,69,359,field,7672,69,2,NA,NA,NA,NA
648,5,20,['2014-04-25'],103,238,103,bat,7422,103,4,NA,NA,NA,NA
649,5,20,['2014-04-25'],531,336,336,bat,2747,531,NA,7,NA,NA,NA
650,5,24,['2014-04-26'],60,359,60,field,3006,60,NA,6,NA,NA,NA
651,5,24,['2014-04-26'],69,479,69,field,2920,479,23,NA,NA,NA,NA
652,5,11,['2014-04-27'],238,336,336,bat,2563,238,NA,6,NA,NA,NA
653,5,11,['2014-04-27'],103,531,103,bat,7917,531,NA,5,NA,NA,NA
654,5,20,['2014-04-28'],479,359,479,field,2920,479,NA,5,NA,NA,NA
655,5,24,['2014-04-29'],69,60,60,bat,7439,TIE,NA,NA,NA,NA,NA
656,5,20,['2014-04-30'],336,103,336,field,2139,103,15,NA,NA,NA,NA
657,5,14,['2014-05-02'],531,69,531,bat,2481,531,34,NA,NA,NA,NA
658,5,25,['2014-05-03'],336,479,479,bat,1674,336,NA,5,NA,NA,NA
659,5,1,['2014-05-03'],238,60,60,field,2620,60,NA,7,NA,NA,NA
660,5,2,['2014-05-04'],359,103,359,field,8304,359,NA,4,NA,NA,NA
661,5,5,['2014-05-05'],60,69,69,field,3006,60,10,NA,NA,NA,NA
662,5,1,['2014-05-05'],238,531,531,field,7917,531,NA,8,NA,NA,NA
663,5,25,['2014-05-06'],336,359,359,field,2818,336,19,NA,NA,NA,NA
664,5,1,['2014-05-07'],238,69,238,bat,2364,69,NA,8,NA,NA,NA
665,5,10,['2014-05-07'],479,531,531,field,7624,479,44,NA,NA,NA,NA
666,5,5,['2014-05-08'],60,103,60,field,2139,103,32,NA,NA,NA,NA
667,5,2,['2014-05-09'],359,479,359,field,2920,479,32,NA,NA,NA,NA
668,5,1,['2014-05-10'],238,103,103,field,8845,103,NA,8,NA,NA,NA
669,5,25,['2014-05-10'],336,531,531,field,7917,531,NA,4,NA,NA,NA
670,5,10,['2014-05-11'],479,69,69,field,2364,69,NA,9,NA,NA,NA
671,5,2,['2014-05-11'],359,60,359,bat,7439,60,NA,5,NA,NA,NA
672,5,31,['2014-05-12'],103,336,103,bat,2864,336,NA,7,NA,NA,NA
673,5,14,['2014-05-13'],531,60,60,bat,2481,531,NA,5,NA,NA,NA
674,5,2,['2014-05-13'],359,238,238,field,3273,359,16,NA,NA,NA,NA
675,5,31,['2014-05-14'],103,479,479,field,2954,479,NA,6,NA,NA,NA
676,5,10,['2014-05-14'],69,336,69,field,3009,69,NA,6,NA,NA,NA
677,5,5,['2014-05-15'],60,238,238,field,2975,60,62,NA,NA,NA,NA
678,5,14,['2014-05-18'],531,359,531,bat,8304,359,NA,5,NA,NA,NA
679,5,31,['2014-05-18'],103,69,103,bat,3286,69,NA,7,NA,NA,NA
680,5,5,['2014-05-19'],60,336,336,bat,7421,336,25,NA,NA,NA,NA
681,5,1,['2014-05-19'],238,479,479,field,2801,479,NA,4,NA,NA,NA
682,5,31,['2014-05-20'],103,359,359,bat,8038,103,NA,7,NA,NA,NA
683,5,23,['2014-05-20'],69,531,69,field,3009,69,NA,8,NA,NA,NA
684,5,3,['2014-05-21'],479,336,336,field,9435,336,NA,7,NA,NA,NA
685,5,23,['2014-05-22'],69,359,359,field,3009,69,30,NA,NA,NA,NA
686,5,14,['2014-05-22'],531,103,103,field,8038,103,NA,6,NA,NA,NA
687,5,25,['2014-05-23'],336,238,238,field,7421,336,15,NA,NA,NA,NA
688,5,3,['2014-05-23'],479,60,60,field,7653,479,16,NA,NA,NA,NA
689,5,2,['2014-05-24'],359,531,531,field,2235,531,NA,8,NA,NA,NA
690,5,23,['2014-05-24'],69,103,69,field,2759,69,NA,4,NA,NA,NA
691,5,3,['2014-05-25'],479,238,479,field,3016,479,NA,7,NA,NA,NA
692,5,25,['2014-05-25'],336,60,336,field,1674,336,NA,5,NA,NA,NA
693,5,23,"['2014-05-27,2014-05-28']",479,69,479,field,3286,69,28,NA,NA,NA,NA
694,5,26,['2014-05-28'],531,336,531,field,2969,531,NA,7,NA,NA,NA
695,5,25,['2014-05-30'],531,479,531,field,2829,479,24,NA,NA,NA,NA
696,5,2,['2014-06-01'],69,479,69,field,2870,69,NA,3,NA,NA,NA
697,5,23,['2015-04-08'],69,336,69,field,8503,69,NA,7,NA,NA,NA
698,5,33,['2015-04-09'],531,238,238,field,2603,531,1,NA,NA,NA,NA
699,5,27,['2015-04-10'],479,60,479,field,7439,60,26,NA,NA,NA,NA
700,5,33,['2015-04-11'],531,103,531,bat,1916,531,45,NA,NA,NA,NA
701,5,23,['2015-04-11'],69,359,359,field,9246,359,NA,3,NA,NA,NA
702,5,1,['2015-04-12'],238,60,60,field,2373,60,NA,3,NA,NA,NA
703,5,25,['2015-04-12'],336,479,336,field,7271,479,18,NA,NA,NA,NA
704,5,2,['2015-04-13'],359,103,103,field,8038,103,NA,8,NA,NA,NA
705,5,5,['2015-04-14'],60,336,336,bat,7901,60,NA,7,NA,NA,NA
706,5,23,['2015-04-30'],69,531,69,field,9394,69,NA,7,NA,NA,NA
707,5,27,['2015-04-15'],479,238,479,bat,2148,238,NA,5,NA,NA,NA
708,5,6,['2015-04-16'],103,60,60,field,2975,60,NA,6,NA,NA,NA
709,5,25,['2015-04-17'],336,531,336,bat,2603,531,NA,6,NA,NA,NA
710,5,6,['2015-04-18'],103,238,238,bat,8272,238,4,NA,NA,NA,NA
711,5,27,['2015-04-18'],479,69,69,field,9394,69,NA,4,NA,NA,NA
712,5,5,['2015-04-19'],60,531,531,bat,2975,60,NA,8,NA,NA,NA
713,5,2,['2015-04-19'],359,336,359,field,2391,336,18,NA,NA,NA,NA
714,5,1,['2015-04-20'],238,69,69,field,3286,69,NA,6,NA,NA,NA
715,5,5,['2015-04-21'],60,479,479,field,7653,TIE,NA,NA,NA,NA,NA
716,5,6,['2015-04-22'],103,69,69,field,8038,103,16,NA,NA,NA,NA
717,5,2,['2015-04-22'],359,531,359,field,2969,531,27,NA,NA,NA,NA
718,5,1,['2015-04-23'],238,336,336,field,2413,238,37,NA,NA,NA,NA
719,5,5,['2015-04-24'],60,359,359,field,7878,359,NA,9,NA,NA,NA
720,5,25,['2015-04-25'],336,103,336,bat,4634,336,20,NA,NA,NA,NA
721,5,33,['2015-04-25'],531,479,531,bat,1916,531,97,NA,NA,NA,NA
722,5,1,['2015-04-26'],238,359,359,field,2177,359,NA,10,NA,NA,NA
723,5,3,['2015-04-27'],479,103,479,field,1698,103,20,NA,NA,NA,NA
724,5,23,['2015-05-07'],69,238,69,bat,2258,69,13,NA,NA,NA,NA
725,5,2,['2015-04-29'],359,60,60,field,NA,NA,NA,NA,NA,NA,NA
726,5,33,['2015-04-28'],531,69,69,field,9129,531,2,NA,NA,NA,NA
727,5,1,['2015-05-01'],238,479,238,field,7283,238,NA,9,NA,NA,NA
728,5,25,['2015-05-01'],336,60,60,field,2864,336,8,NA,NA,NA,NA
729,5,2,['2015-05-02'],359,69,359,field,2571,359,NA,7,NA,NA,NA
730,5,31,['2015-05-02'],103,531,531,field,8038,103,22,NA,NA,NA,NA
731,5,3,['2015-05-03'],479,336,336,bat,9435,336,23,NA,NA,NA,NA
732,5,26,['2015-05-03'],60,238,238,field,2975,60,14,NA,NA,NA,NA
733,5,33,['2015-05-04'],531,359,531,bat,2969,531,24,NA,NA,NA,NA
734,5,23,['2015-05-04'],69,103,103,field,3286,69,35,NA,NA,NA,NA
735,5,25,['2015-05-05'],336,238,238,bat,2391,336,NA,5,NA,NA,NA
736,5,2,['2015-05-06'],359,479,479,field,9246,359,138,NA,NA,NA,NA
737,5,26,['2015-05-07'],60,103,60,field,94,103,7,NA,NA,NA,NA
738,5,33,['2015-05-08'],531,336,531,bat,2855,336,NA,6,NA,NA,NA
739,5,23,['2015-05-09'],69,479,479,bat,9394,69,NA,1,NA,NA,NA
740,5,7,['2015-05-09'],238,103,103,bat,7511,103,6,NA,NA,NA,NA
741,5,25,['2015-05-10'],336,359,359,bat,8304,359,39,NA,NA,NA,NA
742,5,33,['2015-05-10'],531,60,531,bat,2481,531,12,NA,NA,NA,NA
743,5,31,['2015-05-11'],103,479,103,bat,8038,103,5,NA,NA,NA,NA
744,5,7,['2015-05-12'],238,531,531,bat,3,238,NA,6,NA,NA,NA
745,5,3,['2015-05-13'],479,359,359,field,2801,479,22,NA,NA,NA,NA
746,5,25,['2015-05-14'],336,69,69,field,2855,336,5,NA,NA,NA,NA
747,5,31,['2015-05-15'],103,359,103,bat,2422,359,NA,6,NA,NA,NA
748,5,3,['2015-05-16'],479,531,479,bat,2604,531,NA,7,NA,NA,NA
749,5,26,['2015-05-16'],60,69,60,bat,8034,60,9,NA,NA,NA,NA
750,5,2,['2015-05-17'],359,238,359,field,NA,NA,NA,NA,NA,NA,NA
751,5,31,['2015-05-17'],103,336,103,bat,1917,336,NA,9,NA,NA,NA
752,5,25,['2015-05-19'],531,336,336,bat,9370,336,25,NA,NA,NA,NA
753,5,27,['2015-05-20'],359,60,359,bat,8304,359,71,NA,NA,NA,NA
754,5,14,['2015-05-22'],531,359,531,field,2603,531,NA,3,NA,NA,NA
755,5,23,['2015-05-24'],336,531,531,field,2818,336,41,NA,NA,NA,NA
756,5,25,['2016-04-09'],336,391,336,bat,2975,391,NA,9,NA,NA,NA
757,5,23,['2016-04-10'],69,238,69,field,9394,69,NA,9,NA,NA,NA
758,5,1,['2016-04-11'],479,329,329,field,7422,329,NA,5,NA,NA,NA
759,5,2,['2016-04-12'],359,103,103,field,8304,359,45,NA,NA,NA,NA
760,5,23,['2016-04-13'],69,336,336,field,2818,336,NA,6,NA,NA,NA
761,5,13,['2016-04-14'],329,391,391,bat,7422,329,NA,7,NA,NA,NA
762,5,1,['2016-04-15'],238,479,238,field,1586,238,NA,8,NA,NA,NA
763,5,31,['2016-04-16'],103,69,103,bat,2364,69,NA,8,NA,NA,NA
764,5,25,['2016-04-16'],336,329,329,field,7422,329,NA,3,NA,NA,NA
765,5,1,['2016-04-17'],479,391,391,bat,3016,479,NA,6,NA,NA,NA
766,5,2,['2016-04-17'],359,238,238,field,8310,238,NA,7,NA,NA,NA
767,5,31,['2016-04-18'],103,336,103,field,8038,103,NA,7,NA,NA,NA
768,5,1,['2016-04-19'],479,69,69,field,3009,69,NA,6,NA,NA,NA
769,5,25,['2016-04-20'],336,359,336,field,2818,336,NA,6,NA,NA,NA
770,5,13,['2016-04-21'],329,103,103,field,2139,103,NA,10,NA,NA,NA
771,5,27,['2016-04-22'],391,359,391,field,8304,359,13,NA,NA,NA,NA
772,5,1,['2016-04-23'],238,336,336,field,2926,238,10,NA,NA,NA,NA
773,5,31,['2016-04-23'],103,479,103,field,876,103,NA,5,NA,NA,NA
774,5,13,['2016-04-24'],329,359,359,bat,2422,329,NA,6,NA,NA,NA
775,5,27,['2016-04-24'],391,69,69,field,3291,69,NA,2,NA,NA,NA
776,5,1,['2016-04-25'],479,336,479,field,2783,336,25,NA,NA,NA,NA
777,5,31,['2016-04-26'],103,391,391,field,2226,391,34,NA,NA,NA,NA
778,5,1,['2016-04-27'],238,329,238,field,8501,329,1,NA,NA,NA,NA
779,5,25,['2016-04-28'],336,69,336,field,2818,336,NA,6,NA,NA,NA
780,5,27,['2016-04-29'],391,329,329,field,7917,329,NA,3,NA,NA,NA
781,5,1,['2016-04-30'],238,69,69,field,9132,238,27,NA,NA,NA,NA
782,5,31,['2016-04-30'],103,359,359,field,8038,103,15,NA,NA,NA,NA
783,5,13,['2016-05-01'],329,479,329,field,2801,479,23,NA,NA,NA,NA
784,5,27,['2016-05-01'],391,336,336,field,2818,336,NA,8,NA,NA,NA
785,5,2,['2016-05-02'],359,69,69,field,9394,69,NA,5,NA,NA,NA
786,5,13,['2016-05-03'],329,238,238,field,2852,238,NA,8,NA,NA,NA
787,5,23,['2016-05-04'],69,479,479,field,9394,69,7,NA,NA,NA,NA
788,5,1,['2016-05-05'],238,391,391,field,2975,391,NA,7,NA,NA,NA
789,5,31,['2016-05-06'],103,329,103,field,2139,103,NA,5,NA,NA,NA
790,5,2,['2016-05-07'],359,391,359,field,2422,359,NA,7,NA,NA,NA
791,5,1,['2016-05-07'],479,238,238,field,7861,479,9,NA,NA,NA,NA
792,5,6,['2016-05-08'],336,103,336,field,2603,103,85,NA,NA,NA,NA
793,5,23,['2016-05-08'],69,329,329,field,186,329,NA,5,NA,NA,NA
794,5,1,['2016-05-09'],479,359,479,field,8034,359,1,NA,NA,NA,NA
795,5,6,['2016-05-10'],391,103,103,bat,197,103,4,NA,NA,NA,NA
796,5,2,['2016-05-11'],359,336,336,field,2854,336,NA,6,NA,NA,NA
797,5,31,['2016-05-12'],103,238,238,field,8501,238,NA,7,NA,NA,NA
798,5,6,['2016-05-13'],336,479,336,bat,7861,479,NA,7,NA,NA,NA
799,5,2,['2016-05-14'],359,329,329,field,8304,359,144,NA,NA,NA,NA
800,5,23,['2016-05-14'],69,391,391,bat,2759,69,NA,8,NA,NA,NA
801,5,1,['2016-05-15'],479,103,479,bat,8127,103,NA,7,NA,NA,NA
802,5,6,['2016-05-15'],336,238,238,field,2854,336,80,NA,NA,NA,NA
803,5,23,['2016-05-16'],69,359,359,field,2422,359,NA,9,NA,NA,NA
804,5,6,['2016-05-17'],391,238,391,field,2226,391,19,NA,NA,NA,NA
805,5,2,['2016-05-18'],359,479,479,field,2422,359,82,NA,NA,NA,NA
806,5,22,['2016-05-19'],329,69,329,field,7917,329,NA,6,NA,NA,NA
807,5,7,['2016-05-20'],238,103,238,field,2620,238,NA,6,NA,NA,NA
808,5,6,['2016-05-21'],391,479,479,bat,2235,391,NA,4,NA,NA,NA
809,5,22,['2016-05-21'],329,336,329,field,2969,329,NA,6,NA,NA,NA
810,5,23,['2016-05-22'],69,103,103,field,2759,69,22,NA,NA,NA,NA
811,5,7,['2016-05-22'],238,359,359,field,2422,359,NA,6,NA,NA,NA
812,5,2,['2016-05-24'],329,359,359,field,8304,359,NA,4,NA,NA,NA
813,5,1,['2016-05-25'],103,69,69,field,7511,103,22,NA,NA,NA,NA
814,5,1,['2016-05-27'],329,103,103,field,8038,103,NA,4,NA,NA,NA
815,5,2,['2016-05-29'],359,103,103,bat,7256,103,8,NA,NA,NA,NA
